customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,customer
11095.97445,0,101,10,48,0,2,727.2,48165
3300.684961,0,92,3,9,0,1,711.323244,80006
6981.081694,34835,89,1,45,2,9,294.691896,70115
16922.12519,93836,139,1,19,0,2,497.353106,64781
7639.670244,34075,196,8,87,0,1,451.896687,27565
19237.77089,35624,66,6,55,2,2,227.44626,85123
2915.649943,83218,72,6,42,0,1,245.103885,76244
4196.429642,24641,105,12,82,0,1,504.0,73561
16473.16905,22828,106,11,54,0,2,508.8,38744
2657.570431,0,71,22,25,0,1,340.8,59524
3267.709691,28729,90,26,19,3,1,338.744392,77297
2584.532849,72731,65,10,7,0,1,125.704164,84843
5503.919257,59932,71,16,77,1,3,116.600107,54498
8021.067105,54292,67,4,26,0,2,321.6,85557
19606.35999,0,194,0,22,0,2,931.2,73682
1904.000852,0,63,22,7,3,1,302.4,54610
7288.297591,59414,91,23,21,0,3,340.32278,16324
5553.521059,96587,138,31,99,0,1,749.244062,75698
11702.34819,0,111,15,12,0,2,532.8,82770
36897.79765,0,133,0,59,0,2,638.4,95450
2957.102851,94362,74,21,96,0,1,195.405949,96605
19643.54421,84488,61,33,71,0,2,208.885686,75856
4111.888285,65085,103,20,55,0,1,480.073548,35886
15122.99194,0,72,35,86,0,2,518.4,66810
12807.09083,0,69,32,21,0,2,450.760925,50913
2500.241685,0,67,4,44,0,1,664.128009,59408
4260.709139,0,62,1,73,0,3,446.4,14689
2609.533154,60798,66,21,57,0,1,316.8,55724
10796.44832,30761,69,16,16,2,2,331.2,79560
2590.654042,25981,65,33,38,0,1,77.54669,18818
29199.81072,67739,149,4,76,0,2,270.373444,28126
4194.659772,25581,105,9,21,0,1,429.695284,93770
10314.52484,99759,65,12,25,3,2,74.463101,52711
9028.307862,76514,112,19,0,0,3,573.941286,68184
3954.344534,18375,103,8,50,0,1,535.080276,52789
6089.517361,21832,84,29,39,0,3,403.2,68458
12827.42831,0,117,25,43,0,2,842.4,49027
9135.291575,95330,113,1,1,0,3,542.4,22184
7902.681227,0,106,21,25,0,9,634.396608,98732
14827.91055,0,68,31,69,2,2,326.4,66209
2500.834374,25899,63,20,36,0,1,302.4,46608
5395.346288,0,74,13,30,0,4,355.2,79470
2651.615963,33201,66,9,56,0,1,314.044227,10942
2119.894333,18287,61,6,56,4,1,292.8,86033
7155.471967,76506,89,35,65,0,8,427.2,79063
5994.226432,41859,76,18,58,0,5,166.1306,30963
22647.21772,27504,91,26,45,0,2,436.8,40386
2833.797966,45360,73,16,71,0,1,350.4,74259
22332.43946,49078,97,10,3,0,2,484.013411,69290
5846.41534,0,90,16,66,2,6,648.0,97741
2867.211836,91810,71,27,43,0,1,165.520952,69035
14435.66453,70600,122,26,5,1,2,636.982333,48717
5237.477743,33554,131,25,36,0,1,934.656068,67250
7710.912153,77642,64,20,14,0,2,282.146354,85263
5158.576449,25963,66,11,35,0,9,298.954932,37081
5414.897604,57452,136,25,10,1,1,652.8,61408
2903.749709,0,77,15,89,0,1,491.66348,91458
5575.751228,91416,69,4,39,0,5,109.904496,83939
2616.409509,22000,69,27,36,0,1,383.224514,17657
4617.838205,41167,118,16,4,0,1,554.957693,95166
20123.86854,0,70,18,23,0,2,504.0,79225
3200.795405,0,86,8,37,0,1,412.8,60033
8583.854913,53944,71,13,20,0,2,340.8,58047
4349.30875,75648,108,28,10,0,1,112.660916,62354
4729.593583,29414,64,2,32,0,3,71.303109,18939
5015.009472,48567,130,12,15,0,1,624.0,21010
5797.604861,69276,74,14,22,2,8,201.327931,31902
3475.07136,0,96,6,60,0,1,460.8,88540
8542.218196,50117,107,13,98,0,4,462.654347,67915
16473.16905,22828,106,11,54,0,2,508.8,76590
6776.353402,0,96,0,38,0,3,818.730215,60600
9713.156737,0,136,7,34,0,3,979.2,53132
4429.193391,20868,112,14,11,0,1,537.6,96549
2435.535995,40921,62,0,50,2,1,10.560419,34797
9863.502214,99654,121,13,95,0,3,272.788141,30663
8207.858272,0,110,16,17,0,5,686.90827,90865
2781.446975,56218,72,17,74,2,1,302.942519,51438
5807.994569,70717,72,20,89,0,5,37.28874,38713
8395.272249,62989,71,3,18,1,2,319.131547,13284
14333.92489,41459,71,8,4,0,2,340.8,36584
11003.54385,0,102,20,7,1,2,489.6,23548
4049.807215,42512,105,15,72,1,1,77.479316,98067
2141.750757,0,61,5,90,0,1,437.040616,11656
5079.843625,83288,124,18,70,0,1,353.397699,14426
2895.522489,46267,72,4,73,0,1,231.969205,48617
9031.214859,0,122,15,47,0,9,650.52179,24570
6554.390004,74424,81,26,74,0,9,388.8,68379
7487.744636,0,72,15,70,0,2,693.084662,92763
15118.89548,58883,62,1,47,0,2,432.480275,75237
9007.431501,41539,116,11,35,0,3,556.8,35392
5488.931031,33881,68,11,83,0,9,65.659137,22636
7234.142952,86448,90,25,79,0,6,59.853369,98317
5205.751205,25237,69,23,52,0,9,378.345883,49235
4697.152892,0,67,10,75,0,7,482.4,94409
6207.171358,49419,77,3,34,0,4,203.296071,59748
6615.815683,90414,83,7,49,1,6,398.4,68135
9708.504642,39930,86,22,64,1,2,412.8,56843
10831.13004,23202,96,29,59,0,2,460.8,47372
4626.801093,79487,114,20,87,0,1,547.2,51937
6748.231188,68423,85,14,81,0,7,324.413656,27630
2542.06388,84495,63,15,61,0,1,302.4,14119
5450.394878,43091,69,2,36,1,6,330.138332,53766
7243.865476,41951,91,30,56,0,7,40.536151,93036
8306.550901,89834,105,17,14,0,3,504.0,70405
2734.514945,92157,69,19,33,0,1,270.381385,51705
11030.66148,35773,93,25,89,0,2,446.4,37068
3402.39442,0,99,16,20,0,1,475.2,18611
6945.016955,15850,61,28,14,0,2,314.528138,88319
2568.843396,11167,73,0,99,3,1,350.4,11235
5764.648599,21195,72,23,10,0,9,345.6,55489
5403.546122,27430,68,25,12,0,4,184.955105,53919
4899.231772,0,63,21,78,0,7,302.4,11950
9048.983447,0,119,9,8,0,3,571.2,82117
8093.898245,59839,107,8,52,2,8,513.6,33456
2496.766693,0,73,13,33,0,1,350.4,17362
2602.24525,38166,67,25,5,1,1,236.842746,73910
6751.437153,0,95,14,78,0,9,456.0,63751
3621.68883,13457,94,31,28,0,1,285.825083,39001
6896.088021,0,68,10,53,0,2,326.4,85493
5438.696611,52721,136,34,29,0,1,550.127548,50643
14472.583,22012,185,5,69,0,5,75.698305,90345
2359.423599,19864,63,22,96,0,1,352.394515,64739
5323.267311,55289,67,10,71,0,3,134.124254,88438
7390.903278,30449,92,23,47,0,3,501.092992,42433
11447.5071,27362,144,23,28,0,8,422.78411,52611
5754.853121,29460,72,3,18,0,5,29.303915,77508
10244.2435,0,94,23,34,0,2,451.2,99234
4645.569555,42532,118,13,32,0,1,200.641734,37110
4887.344366,66707,61,19,24,0,8,71.980757,93289
2497.808174,68041,64,10,47,0,1,165.570243,40767
2369.111588,0,65,8,91,0,1,468.0,79817
4490.597249,0,64,26,11,1,7,307.2,62059
3719.247732,40968,97,29,53,1,1,465.6,35053
4198.030023,39913,106,16,61,0,1,344.765129,37804
2420.711888,31710,62,5,29,0,1,199.551735,63585
4462.997006,0,73,35,52,3,5,350.4,86903
6291.655714,89113,78,18,68,0,8,219.362643,71713
4270.034394,0,122,27,2,0,1,725.870693,60145
2460.665175,0,67,30,13,0,1,321.6,59209
19435.62924,38688,249,22,6,0,3,2294.631639,74827
7374.077921,0,110,19,87,4,3,528.0,13576
18269.53692,0,127,18,97,0,2,609.6,82810
11925.71535,28014,104,14,37,0,2,631.594469,61383
4223.274671,14170,109,9,10,0,1,523.2,80505
10298.38586,64825,129,1,78,0,4,359.484342,17521
5229.741907,77357,67,24,38,0,8,29.884537,93921
2402.81597,21629,62,19,54,0,1,298.626189,64518
3933.813993,25927,103,6,20,0,1,674.973614,98135
4299.838835,44388,113,10,74,1,1,496.843023,97845
7635.554626,54539,63,5,74,0,2,287.453171,20327
2722.210707,17576,71,29,70,0,1,398.502948,86131
7291.599536,84629,90,19,17,0,5,411.671832,21061
58753.88046,24964,185,0,84,0,2,888.0,65835
5261.037541,43573,66,30,64,0,5,409.684798,65350
16938.29858,0,69,24,99,0,2,340.780156,82721
10575.94816,0,105,7,91,0,2,756.0,84813
5552.331515,35011,70,7,91,0,8,215.728468,28301
7150.225367,63651,92,19,10,0,3,224.711836,40930
8717.049833,83846,74,22,94,3,2,355.2,33607
6847.588918,0,191,2,70,0,1,1317.008182,21638
5418.726537,39133,67,25,26,0,3,90.524457,32304
3528.044252,31278,92,24,95,4,1,441.6,26859
16468.22079,0,63,4,52,0,2,685.12694,75958
7285.030983,44788,61,6,48,0,2,386.031248,32968
16963.83934,0,117,26,33,0,2,561.6,45597
5807.659307,62447,74,9,2,0,7,133.977857,95845
5068.264582,31475,64,6,3,1,3,22.962412,32197
8797.829644,80780,109,26,11,0,3,3.55,11374
4439.900652,88613,111,5,59,0,1,359.36848,29777
2404.459452,45949,62,0,70,0,1,110.556062,73235
5066.634057,35596,64,11,92,0,3,307.2,41462
5890.528762,76875,73,21,4,0,9,17.375878,67585
2410.498573,41842,61,1,14,0,1,292.8,57925
5288.240125,28884,72,27,9,1,3,518.4,24560
26413.54751,24631,83,25,87,1,2,398.4,33510
16236.47626,0,74,24,54,2,2,680.753091,77673
5534.576395,71560,69,14,46,0,5,178.700204,90861
9202.638441,0,80,8,71,0,2,384.0,84995
2592.437797,72421,65,8,23,0,1,312.0,49347
8019.856041,54702,199,5,42,0,1,955.2,85323
6943.741598,0,76,4,43,5,2,547.2,64487
13367.86562,57335,67,22,18,0,2,407.887715,55363
5885.335302,0,67,9,20,3,2,482.4,67791
3479.760165,35033,87,26,53,0,1,490.638202,69287
9103.8997,65733,113,13,6,0,3,684.948527,55072
4813.284447,0,69,30,44,0,3,472.611522,34368
9575.7578,0,88,3,64,0,2,633.6,40939
13736.1325,16181,181,22,79,0,8,1261.319869,94270
8090.884414,86180,69,11,43,4,2,48.051339,33804
8267.119555,36881,104,5,25,0,3,499.2,42992
2489.16729,47888,64,23,16,1,1,545.083116,19025
2395.57,21986,63,1,9,0,1,333.696228,54716
3863.309585,47199,100,3,65,3,1,480.0,27940
5173.485319,0,69,30,69,0,9,331.2,36118
4984.618655,86305,62,1,99,0,5,80.73124,52305
2396.192355,39062,61,2,20,0,1,346.991025,25580
2631.87754,16976,69,23,54,0,1,238.952528,97451
6993.838856,0,65,29,35,2,2,468.0,78266
15055.53836,83283,193,11,46,1,3,273.702709,25962
3401.881747,41972,86,20,23,0,1,691.709371,12791
4126.61326,34080,107,11,48,1,1,220.644418,59853
4462.997006,0,73,35,52,3,5,350.4,21417
9320.090224,40269,81,0,71,2,2,329.980754,27304
3663.740198,61894,91,3,21,0,1,436.8,52097
4962.208409,23300,63,3,35,1,4,339.906034,65961
2816.758764,66023,70,11,94,0,1,265.629611,87594
4330.769101,39660,107,3,46,0,1,416.8496,96020
8262.879764,0,76,4,51,1,2,32.508635,15974
4666.643522,60466,117,14,3,0,1,784.186389,98553
5876.054314,32848,74,2,59,0,5,250.454012,44353
8427.723769,20662,72,10,99,0,2,373.324673,62631
13023.9329,64985,108,23,94,0,2,16.425514,29162
8209.59982,68022,103,3,26,0,3,494.4,69932
2464.238061,72834,65,12,81,3,1,91.941259,74036
2727.520769,74592,67,9,30,0,1,321.6,92488
3086.013544,73938,76,34,48,0,1,53.095599,74055
22067.728,15999,83,2,43,0,2,398.4,97121
4836.054291,0,69,12,89,0,8,632.081402,83291
6912.03963,0,96,11,55,0,5,460.8,76593
2570.761765,0,72,0,93,3,1,345.6,40387
2991.696011,0,80,9,96,0,1,576.0,37045
8253.266591,62375,103,35,71,1,3,411.228571,84621
10477.77713,61427,88,24,12,0,2,422.4,82361
16373.7273,64396,103,2,46,0,2,355.409311,14883
5184.94945,49312,65,30,55,1,4,230.104769,32931
10634.83711,0,61,35,71,0,2,292.8,68548
15114.40241,28513,100,4,22,1,2,480.0,40364
11875.89915,0,108,23,55,0,2,518.4,87896
4369.496687,97321,110,35,46,0,1,74.744643,75841
7432.856752,58839,65,4,65,3,2,18.965718,62357
2558.762931,0,72,4,14,0,1,518.4,19139
5452.171237,88567,67,9,89,0,9,321.6,63707
2968.077571,91646,74,12,10,0,1,57.678779,74173
15700.28436,0,211,31,52,0,5,1012.8,73222
7477.176362,48552,94,5,54,0,9,262.746281,24378
9407.452895,31485,118,17,79,0,6,294.905685,71687
4428.038374,0,64,6,47,0,8,628.801638,70481
10053.55227,16511,135,35,4,0,5,972.0,94264
2907.898828,51020,73,16,88,0,1,350.4,95434
7644.763153,43838,97,11,37,0,7,465.6,34830
9709.746073,0,133,11,30,0,7,827.085431,96568
8439.615236,22454,110,5,75,2,3,556.097027,16539
4209.682602,57933,105,10,64,0,1,533.255723,18074
8556.418397,0,124,7,2,3,6,595.2,45475
26770.44534,26335,113,32,7,1,2,355.818306,66204
16265.58682,85322,134,32,55,0,2,735.491986,80961
3624.901612,37843,92,2,17,0,1,354.455466,15681
2519.918897,0,67,11,26,0,1,482.4,31825
4819.183706,74730,61,18,84,0,6,421.235276,77410
3028.780121,0,94,27,52,1,1,483.881752,16452
2316.796105,0,64,2,80,0,1,307.2,98845
13869.92705,28432,118,1,59,0,2,612.300581,99807
25807.063,71210,214,8,89,1,2,1027.2,45827
2342.01381,19581,67,2,94,0,1,321.6,60969
2747.771656,0,80,12,14,0,1,576.0,67103
5479.555081,56005,68,31,30,1,3,326.4,24929
9199.539814,0,80,10,11,0,2,572.847549,12007
8060.161694,23671,69,32,45,0,2,331.2,46828
6686.128629,22244,84,6,59,0,9,114.815893,67379
4709.52218,0,66,17,29,0,3,470.576119,16079
2685.425957,75329,67,15,17,0,1,45.905292,87277
3920.511337,0,108,2,55,1,1,525.392239,14769
5493.698779,44369,68,13,22,0,8,185.291566,13435
8521.738901,37910,108,7,9,0,7,518.4,95143
2414.072446,0,71,25,30,0,1,511.2,66241
4282.947971,40864,109,16,70,1,1,166.937747,97061
5918.330563,94846,73,15,68,0,7,305.031114,97208
7519.133631,96306,95,12,17,1,6,185.355353,24397
4472.334422,53519,111,7,37,0,1,520.036279,32982
5531.627731,50648,69,27,50,1,9,331.2,97434
8435.176463,64692,70,17,80,0,2,336.0,37715
10196.1106,0,100,9,75,0,2,720.0,81636
20552.62128,0,187,22,97,1,2,1430.336183,55961
3915.798108,0,109,2,86,0,1,784.8,48520
6010.502178,49311,74,25,85,0,3,355.2,42566
2854.114491,71126,71,11,72,0,1,324.739746,84299
5994.255419,74284,74,27,5,0,3,268.130863,63209
4477.45201,41402,119,26,26,4,1,571.2,52614
5544.909083,79619,71,3,34,3,6,280.89705,40192
3600.934326,25147,101,7,54,0,1,694.598288,67101
9934.865795,56379,125,0,59,1,8,600.0,35231
6874.84827,0,96,35,27,0,6,691.2,18212
2374.147419,48911,61,15,6,0,1,292.8,91587
9162.063169,29723,80,8,79,0,2,20.985105,14476
7380.086414,21841,91,33,47,0,7,436.8,28072
2655.996158,31796,68,27,16,0,1,377.442796,98946
7591.109246,0,105,0,16,0,4,504.0,26944
5015.009472,48567,130,12,15,0,1,624.0,47849
4603.975141,66161,118,19,86,0,1,457.593764,82261
2551.226692,79751,63,15,67,0,1,392.235698,56662
5641.35916,39469,71,1,29,0,4,315.560161,74084
5463.913828,44305,67,33,39,0,9,214.772284,75108
4866.647452,0,68,4,17,0,9,444.030724,25195
2779.85389,38893,69,12,60,0,1,279.960213,50748
4563.018085,39187,118,32,43,1,1,566.4,42288
14376.55039,70341,179,11,43,0,3,253.511935,69546
2279.747148,0,64,9,95,0,1,460.8,63345
5380.316469,0,73,11,95,0,3,350.4,45396
8708.27928,30090,73,10,3,0,2,329.517492,71207
18611.45356,49673,232,27,57,0,7,1021.654003,95213
2215.912948,0,66,31,14,0,1,389.944994,53402
7780.903354,0,70,29,93,0,2,504.0,18023
2860.864563,50332,72,2,11,0,1,345.6,37592
5577.942343,70190,71,20,22,0,3,15.169017,58949
7268.096004,38179,90,12,91,1,3,374.716271,14261
4060.956163,0,115,18,30,1,1,699.823461,97327
7813.411572,25859,74,0,44,0,2,355.2,60700
4762.156975,36529,118,6,41,0,1,255.005116,33417
14166.20344,67588,118,0,58,0,2,566.4,90062
4354.398727,0,121,30,85,0,1,871.2,44710
2880.348532,81565,71,19,54,0,1,190.642833,93140
19185.0725,35322,244,4,33,0,5,76.826503,56522
5329.075482,43671,67,6,67,0,3,190.649902,27773
4883.805481,58682,61,24,34,0,4,206.810286,88432
4510.194071,44230,114,2,45,0,1,738.222494,86731
15304.51777,40269,193,32,27,0,3,926.4,75821
5237.935672,31756,66,34,44,0,8,160.855921,48832
15119.55539,47725,63,10,66,0,2,142.205246,54112
5860.01804,38684,74,1,22,0,6,376.760016,43751
32306.28587,36301,118,11,85,0,2,647.954067,87551
4655.392106,0,67,18,44,0,3,482.4,58354
5326.501981,22268,67,12,70,0,8,294.803913,19715
6513.612638,50037,81,24,91,0,6,303.384527,19280
3491.741616,0,104,30,88,0,1,748.8,50763
7870.360084,75740,98,8,42,0,3,46.702524,63894
4274.618943,39621,109,4,23,1,1,25.292113,36936
7189.106255,75838,90,6,64,0,6,428.907968,49625
11315.20373,11885,101,18,39,0,2,484.8,30162
2480.529264,29444,63,5,84,0,1,302.4,21548
7344.836277,64371,181,4,50,0,1,868.8,52645
6974.922464,26514,91,16,58,0,3,655.2,76030
20096.89337,92766,71,17,15,0,2,379.029102,94308
5623.611187,31504,71,8,27,0,3,340.8,39078
2828.095211,98680,72,27,38,2,1,345.6,86393
7294.492993,0,113,12,66,2,7,733.737214,81923
5583.575264,76927,138,2,46,0,1,114.743547,61347
25763.41423,78804,71,35,93,0,2,389.636991,53683
5639.941974,73168,70,21,50,0,3,425.800112,38428
4576.759564,48569,114,0,14,0,1,434.7579,80133
2875.43239,84768,72,6,31,0,1,110.484661,41386
3031.399321,0,86,7,31,0,1,619.2,53202
5979.724161,57693,76,16,56,0,3,547.2,79694
2242.244448,0,65,18,48,0,1,85.612463,75186
16547.63728,46593,70,3,81,0,2,129.151543,57729
15814.74557,0,146,7,50,0,2,1055.43784,16885
4879.384813,67163,61,17,41,2,5,33.192803,21079
5494.87251,89205,68,28,86,0,6,165.523154,81224
5060.303189,0,138,23,76,0,1,570.777441,92213
11269.23099,65448,94,28,66,0,2,451.2,99867
10552.87837,77627,88,14,38,0,2,205.169178,66124
7517.378484,37695,96,17,3,0,3,460.8,78297
6298.177143,89411,78,14,99,0,4,116.237322,49115
7821.945982,0,114,27,39,0,4,914.31553,77067
22806.46912,10337,67,16,56,0,2,321.6,62397
4386.277558,10621,67,28,22,0,5,321.6,67747
3499.988408,16711,91,29,50,1,1,580.622219,39493
7528.092744,0,106,0,44,0,7,508.8,11661
2732.613084,42968,69,15,85,0,1,331.2,73521
13736.1325,16181,181,22,79,0,8,1261.319869,99043
7060.212867,85412,88,33,92,0,3,134.684555,50779
3732.305945,75774,92,30,55,1,1,441.6,97285
4064.182317,26599,101,24,83,0,1,254.380731,12505
5754.746414,34847,73,26,24,0,7,525.6,65946
8460.80939,0,115,13,43,0,4,552.0,88023
5638.150224,85896,70,28,27,0,3,48.629646,32623
7163.540342,0,66,8,11,0,2,316.8,78251
2803.796963,43775,70,3,42,0,1,310.744656,80108
20940.30306,0,67,11,6,0,2,482.4,45661
3130.67843,42056,78,21,2,0,1,221.951098,22132
3741.570763,13093,100,30,73,0,1,514.507039,53863
3439.089657,98278,85,26,60,0,1,367.577872,87696
7284.445594,44605,91,3,45,0,7,436.8,44535
5278.528037,32365,67,28,78,0,3,193.147858,63281
5680.276365,82255,71,29,59,0,5,145.004323,17007
2194.668123,0,62,11,48,0,1,623.525433,42174
6473.32562,0,88,3,99,0,6,468.492761,71812
18522.29433,65903,66,4,98,0,2,316.8,29908
4700.007467,11417,63,25,57,0,6,302.4,98149
21295.51371,0,96,15,73,0,2,677.616967,30915
6158.846901,0,67,20,29,2,2,321.6,39051
8653.562027,69704,72,25,92,0,2,89.921281,80918
3776.320768,20101,96,28,44,0,1,291.536748,94366
4897.041423,24383,69,4,78,2,4,331.2,92163
14947.9173,22139,100,34,31,0,2,480.0,68649
9011.129467,88708,112,6,71,0,9,499.663591,39821
10083.48688,11828,90,18,84,0,2,571.479602,75766
2938.728161,0,80,2,49,1,1,384.0,27120
5639.941974,73168,70,21,50,0,3,425.800112,67668
2606.045519,0,71,10,22,0,1,409.459488,64751
52811.49112,0,182,8,70,0,2,873.6,79250
5226.286197,76646,65,3,30,0,9,263.844471,72236
8382.630118,19683,117,17,41,1,9,561.6,52649
14703.13246,0,71,16,30,1,2,819.576016,96896
18948.34795,0,124,13,70,0,2,595.2,50723
12265.60041,35693,103,8,63,0,2,494.4,64028
4529.976333,0,65,7,67,0,7,438.369382,63319
9220.013197,0,136,13,28,0,4,979.2,46815
4087.512572,24123,104,7,61,0,1,748.8,94149
9247.547393,85654,116,5,55,0,4,346.265295,99882
13024.13012,0,125,6,61,0,2,900.0,67161
25807.063,71210,214,8,89,1,2,1027.2,45944
6104.723142,84822,76,5,13,0,5,219.879452,53032
2725.356404,36650,69,2,70,1,1,56.60333,43115
3260.74476,0,90,8,33,0,1,432.0,93229
23740.12142,28025,87,28,94,0,2,611.40108,65253
7599.895827,52113,97,14,85,0,6,465.6,43245
32467.66151,37675,104,23,18,0,2,731.970027,20795
5633.949267,37595,70,2,22,0,9,501.994635,14996
5640.021911,41396,70,7,7,0,3,336.0,34686
8370.401649,77512,104,2,5,0,6,433.608534,13067
5170.450306,35334,65,29,31,0,4,468.0,76461
7521.194691,0,104,13,20,0,3,499.2,60627
12731.95161,40870,105,3,56,0,2,504.0,48033
5666.867962,53907,71,1,52,0,9,189.907577,58002
4436.806209,77609,111,26,75,0,1,62.935952,21699
17966.28765,0,70,15,44,0,2,504.0,24654
2436.005997,87462,61,0,79,1,1,51.294615,66500
6650.816974,99494,83,11,65,0,3,398.4,31412
2751.365822,42585,69,16,44,0,1,288.295744,64354
4362.931238,58842,110,6,74,0,1,528.0,37492
4014.453113,37384,99,9,17,0,1,475.2,51268
8459.053233,92717,70,24,19,0,2,224.27582,10602
2203.439795,0,72,33,6,2,1,518.715288,60201
9388.162927,75264,78,24,92,0,2,343.340301,69627
6791.215414,0,101,19,11,1,8,727.2,63956
23142.1509,0,105,16,16,0,2,564.947278,89967
3038.114641,31532,79,1,26,0,1,241.077843,37971
8879.790017,52583,113,12,59,0,7,528.20086,12132
21590.44235,62477,183,7,75,0,2,40.287304,19550
8457.461231,26023,72,26,33,1,2,79.463916,18525
4770.73904,28666,64,23,81,0,8,307.2,11458
4312.869599,21004,62,27,20,0,3,297.6,75223
6293.963716,45430,81,21,37,0,8,388.8,85018
7098.017093,37511,185,14,93,2,1,579.467191,11682
4395.885525,28719,110,0,17,0,1,792.0,49607
5564.735366,49833,69,5,74,0,7,331.2,18821
5321.108879,67431,136,28,17,1,1,652.8,63423
2867.312197,23376,78,19,18,0,1,374.4,30586
9414.119587,20455,84,14,40,2,2,564.922034,79556
7414.436023,62473,185,25,29,0,1,1298.853615,74846
5078.451231,35289,65,34,94,0,3,123.945627,24763
2773.455358,73478,68,2,38,0,1,241.88878,73441
8072.746442,30584,68,10,37,0,2,51.662597,60372
12280.76661,88340,102,16,1,0,2,489.6,17260
3136.432103,49532,79,16,9,1,1,220.186677,77930
5232.333113,0,154,26,85,0,1,1140.523821,47206
14722.22122,43982,126,20,68,1,2,604.8,25980
30118.6554,68906,187,12,61,0,2,1053.300143,88270
5970.995737,64008,85,9,66,5,5,372.893812,83767
8026.278333,87421,99,21,6,0,6,475.2,45848
3567.503755,0,102,28,11,0,1,660.430456,77034
8491.020256,62076,71,25,82,0,2,227.225113,66070
2545.220272,26746,66,20,41,0,1,165.75305,44187
8870.673845,91580,73,14,52,0,2,290.70096,65305
46770.94705,64403,198,11,86,0,2,111.173021,44286
9378.900706,51425,119,32,66,0,3,560.154132,89183
5645.513529,44162,71,27,16,0,7,160.825045,75141
8406.763319,67128,105,33,90,0,4,339.017729,90806
4655.209814,30383,119,32,25,0,1,803.686321,44699
6520.824777,93721,80,22,62,0,6,489.594642,98316
2989.963139,79867,74,25,76,1,1,78.172321,66819
32677.34284,39393,121,11,61,0,2,491.151197,72596
21112.53624,0,81,12,59,0,2,136.848554,72126
4270.034394,0,122,27,2,0,1,725.870693,48434
7911.626107,43916,68,10,59,2,2,326.4,12893
3944.231185,33282,100,24,66,1,1,207.510821,94933
23777.81427,33032,86,33,77,1,2,87.080119,92256
6842.580052,25259,87,18,8,0,9,417.6,62720
2521.161048,19637,67,34,30,0,1,333.138214,81320
3808.122147,94903,94,3,38,0,1,451.2,52541
15512.56424,39794,133,0,7,0,2,638.4,59831
6751.782327,42433,85,28,47,0,5,410.946167,61192
7405.420506,22044,65,35,70,0,2,10.393016,17888
7218.015592,32312,61,29,31,3,2,276.590788,31658
3362.551989,0,97,28,29,0,1,698.4,79244
5038.979968,72919,130,20,22,5,1,936.0,90124
8681.046339,0,86,6,57,2,2,541.217743,12718
13197.92893,0,68,19,2,3,2,326.4,63432
4595.457544,76357,117,18,96,1,1,4.074222,24038
5073.282126,57709,125,10,26,0,1,600.0,40401
